Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
400,Tier 2,Executive,Non-Metro,61700,4,36,18,66204.57797271245
401,Tier 1,Executive,Non-Metro,47270,1,51,51,68331.11999504124
402,Tier 2,Executive,Metro,69065,1,76,47,80932.57874725565
403,Tier 3,Executive,Non-Metro,60257,4,39,64,82519.16417821753
404,Tier 3,Executive,Metro,61079,1,79,49,77040.50861201517
405,Tier 1,Executive,Metro,42108,3,49,31,72612.4235142845
406,Tier 1,Executive,Non-Metro,63977,4,63,52,84692.1592036745
407,Tier 2,Executive,Non-Metro,45174,3,61,33,65377.42227460591
408,Tier 1,Executive,Non-Metro,52699,3,69,47,69660.74970980089
409,Tier 2,Executive,Metro,42512,2,80,38,69717.82530843662
410,Tier 2,Executive,Metro,55176,3,75,32,57008.65990341758
411,Tier 3,Executive,Metro,38605,1,38,19,69365.77552098772
412,Tier 1,Manager,Non-Metro,46677,1,39,44,77774.74162386707
413,Tier 1,Manager,Non-Metro,45778,1,71,26,79016.85402791358
414,Tier 1,Executive,Metro,43939,2,39,25,74387.53526183973
415,Tier 3,Executive,Non-Metro,56398,4,57,19,68191.78328927125
416,Tier 2,Executive,Non-Metro,55835,2,42,43,60230.16350921346
417,Tier 2,Executive,Metro,63076,2,76,52,73796.53703691863
418,Tier 1,Manager,Non-Metro,42990,4,69,36,72310.2005552051
419,Tier 2,Executive,Metro,65196,4,57,64,81015.31755220689
420,Tier 3,Manager,Non-Metro,52971,3,38,63,81697.6017449792
421,Tier 2,Manager,Metro,59430,4,54,64,104243.14882820088
422,Tier 2,Manager,Metro,60711,1,65,61,101556.33834814298
423,Tier 1,Manager,Metro,55375,1,68,40,106794.92984090827
424,Tier 1,Executive,Metro,52454,4,73,25,71600.01981595068
425,Tier 1,Executive,Metro,58185,3,83,48,81949.5649549263
426,Tier 2,Executive,Metro,47925,1,36,45,73749.23065235319
427,Tier 1,Executive,Non-Metro,47421,2,53,38,71375.68382819502
428,Tier 1,Executive,Non-Metro,51533,3,61,18,72477.67164013693
429,Tier 1,Executive,Non-Metro,36990,2,43,21,65008.01814244506
430,Tier 3,Executive,Non-Metro,56116,1,67,27,84698.8478601021
431,Tier 1,Executive,Metro,62878,2,47,19,97088.21402436319
432,Tier 3,Executive,Non-Metro,42736,3,64,29,60591.813021220645
433,Tier 1,Executive,Metro,55608,1,78,42,70832.22638705265
434,Tier 1,Executive,Non-Metro,59842,4,46,60,71889.51369351015
435,Tier 3,Executive,Metro,56444,3,45,31,73635.67200641929
436,Tier 2,Executive,Metro,53316,1,48,60,70999.91780476703
437,Tier 1,Executive,Metro,53856,2,75,22,66756.42069131427
438,Tier 1,Executive,Metro,54873,2,58,35,72489.65407653833
439,Tier 2,Executive,Non-Metro,68315,3,79,52,81832.10317742726
440,Tier 1,Executive,Metro,52544,1,42,26,73939.42398479553
441,Tier 3,Executive,Non-Metro,57189,3,47,31,66790.50125969727
442,Tier 1,Manager,Non-Metro,57695,2,55,33,96600.42026043388
443,Tier 2,Executive,Metro,68011,2,70,18,53020.31902639509
444,Tier 2,Executive,Non-Metro,64691,2,44,59,80588.66883779761
445,Tier 3,Manager,Metro,53910,3,75,56,90228.62518175281
446,Tier 1,Executive,Non-Metro,60907,2,57,45,79263.08924586873
447,Tier 1,Executive,Metro,54327,2,64,60,88561.51351315324
448,Tier 3,Executive,Non-Metro,46538,1,53,56,62424.16233437009
449,Tier 1,Executive,Non-Metro,52796,2,79,40,65442.63110839759
450,Tier 1,Executive,Metro,64231,1,75,35,66671.1908103291
451,Tier 1,Executive,Metro,59444,3,59,39,76341.12712177391
452,Tier 3,Executive,Metro,49831,3,63,30,73782.53704268494
453,Tier 1,Executive,Metro,45913,3,75,24,69436.16965274178
454,Tier 3,Executive,Metro,52310,4,47,20,56862.739025429764
455,Tier 2,Executive,Metro,69868,4,55,32,79427.58168181441
456,Tier 1,Executive,Metro,60939,1,74,59,91681.45037804786
457,Tier 2,Executive,Non-Metro,57469,3,45,55,77103.63015596288
458,Tier 3,Executive,Non-Metro,52571,3,72,57,66313.953676218
459,Tier 1,Executive,Metro,67425,1,59,56,82675.11143154297
460,Tier 2,Executive,Non-Metro,59817,1,78,40,67427.14409415323
461,Tier 2,Executive,Non-Metro,65657,3,83,49,76090.00718217288
462,Tier 1,Manager,Metro,50292,1,49,42,85106.53113550763
463,Tier 1,Executive,Non-Metro,60081,2,41,62,75901.99050872536
464,Tier 1,Executive,Metro,52897,4,49,56,82030.46172007322
465,Tier 3,Executive,Metro,52642,1,84,19,63601.24460526729
466,Tier 2,Manager,Non-Metro,50843,3,45,30,67351.02288440759
467,Tier 1,Executive,Non-Metro,56192,2,50,60,81955.26302228475
468,Tier 3,Executive,Non-Metro,58100,4,67,56,67700.67023584174
469,Tier 1,Executive,Non-Metro,47928,3,83,28,92828.33435348638
470,Tier 2,Executive,Non-Metro,50000,4,37,18,64431.36680570558
471,Tier 2,Executive,Metro,59968,3,85,27,55221.35838006814
472,Tier 1,Executive,Non-Metro,57102,3,49,18,66958.60140830735
473,Tier 1,Executive,Non-Metro,51617,3,47,19,71871.0050703739
474,Tier 1,Executive,Non-Metro,57304,2,85,47,93477.16505101128
475,Tier 1,Manager,Metro,53736,4,45,54,79771.46399366796
476,Tier 3,Manager,Metro,51073,2,45,61,86575.64706470339
477,Tier 1,Manager,Metro,50138,3,70,24,95813.53127347096
478,Tier 3,Executive,Metro,63654,2,56,25,75793.14006375626
479,Tier 2,Executive,Metro,57408,1,83,21,56636.897001492594
480,Tier 2,Executive,Metro,55569,4,69,23,65668.71854286832
481,Tier 3,Executive,Metro,63988,2,79,63,80614.98142187638
482,Tier 2,Executive,Metro,61721,2,45,49,70220.51675113836
483,Tier 2,Executive,Non-Metro,59669,2,81,18,53921.10989180811
484,Tier 1,Executive,Non-Metro,65851,2,60,51,75572.87711024439
485,Tier 1,Executive,Metro,62411,4,42,48,77207.69969505882
486,Tier 1,Executive,Non-Metro,55412,1,68,31,60710.05941529818
487,Tier 3,Executive,Non-Metro,43715,1,78,54,75143.25117662622
488,Tier 1,Executive,Metro,54231,1,62,19,76382.82035864527
489,Tier 2,Manager,Non-Metro,64433,3,46,44,111735.7598219197
490,Tier 3,Executive,Metro,55232,1,80,53,65540.32296508689
491,Tier 1,Executive,Non-Metro,61583,3,52,19,67531.1549623188
492,Tier 2,Executive,Non-Metro,46532,2,83,61,75598.31505893209
493,Tier 1,Executive,Non-Metro,53540,1,67,18,69264.00119361011
494,Tier 1,Executive,Metro,64566,3,81,61,89477.53869488231
495,Tier 1,Manager,Metro,48681,4,81,21,82925.11795046358
496,Tier 1,Executive,Metro,56554,1,74,20,76083.29728102729
497,Tier 1,Executive,Non-Metro,51206,3,53,31,68596.73920291843
498,Tier 1,Executive,Metro,52435,1,55,45,74170.12969774872
499,Tier 2,Executive,Non-Metro,50155,4,39,44,59306.19076485702
500,Tier 1,Executive,Non-Metro,64187,4,39,62,67432.58958339872
501,Tier 1,Manager,Metro,59413,1,82,29,95450.98208480248
502,Tier 1,Executive,Metro,46707,3,47,43,72730.05403585915
503,Tier 2,Manager,Metro,47277,3,59,51,83631.77011793591
504,Tier 2,Manager,Metro,58500,2,35,19,96401.16400968737
505,Tier 2,Executive,Non-Metro,57730,3,77,38,64151.3698403412
506,Tier 3,Executive,Metro,51923,2,62,37,78114.294480351
507,Tier 3,Executive,Metro,51612,2,37,22,60924.86287400742
508,Tier 3,Executive,Metro,43980,3,77,21,71338.3862808113
509,Tier 1,Executive,Non-Metro,45394,4,60,24,65139.48509306751
510,Tier 1,Executive,Non-Metro,55176,4,35,57,69100.45859519864
511,Tier 1,Executive,Metro,56245,2,45,56,86927.85869758946
512,Tier 2,Executive,Metro,59043,2,49,27,69219.32577519992
513,Tier 1,Executive,Metro,48766,4,37,51,73707.10083376551
514,Tier 1,Executive,Metro,58626,4,61,19,76788.27179050106
515,Tier 1,Manager,Metro,52001,2,49,39,85600.10097995587
516,Tier 1,Executive,Metro,59352,4,43,58,85744.0369859844
517,Tier 2,Executive,Metro,64052,3,52,20,91330.56847515388
518,Tier 3,Executive,Metro,57344,4,38,45,68928.96459862351
519,Tier 1,Executive,Non-Metro,54246,1,64,35,71387.97675197579
520,Tier 1,Executive,Metro,51942,3,44,31,66988.10172967505
521,Tier 1,Executive,Non-Metro,56726,2,58,50,92894.43630424063
522,Tier 2,Executive,Non-Metro,67851,3,37,32,67278.34894162756
523,Tier 1,Executive,Non-Metro,62959,3,49,51,79975.83008994737
524,Tier 2,Executive,Non-Metro,60621,1,56,38,61501.13505265307
525,Tier 2,Manager,Metro,53839,4,67,42,100719.01295942813
526,Tier 2,Executive,Non-Metro,59229,3,85,18,61871.80276459845
527,Tier 3,Executive,Non-Metro,54598,4,42,19,74819.0856293452
528,Tier 1,Executive,Non-Metro,51247,4,73,51,71395.14661260221
529,Tier 1,Executive,Metro,69245,1,46,46,76576.49520839976
530,Tier 1,Executive,Metro,45520,2,75,18,59940.203609590506
531,Tier 2,Manager,Metro,65606,1,35,57,101280.17442976657
532,Tier 1,Executive,Non-Metro,59206,2,63,62,73927.15250783703
533,Tier 2,Executive,Metro,50418,4,84,59,82172.24001720177
534,Tier 2,Executive,Metro,62251,2,56,37,80040.48582076757
535,Tier 2,Executive,Metro,67078,3,62,64,81452.0386404235
536,Tier 1,Executive,Metro,56981,1,35,38,68630.85523450743
537,Tier 1,Executive,Non-Metro,64976,2,68,33,79118.63765386892
538,Tier 1,Executive,Non-Metro,59392,2,80,46,77197.29009881729
539,Tier 2,Executive,Non-Metro,52617,1,75,46,70505.64780559327
540,Tier 2,Executive,Metro,51484,3,51,53,87095.67469329585
541,Tier 1,Executive,Non-Metro,62724,1,81,34,61484.31068317595
542,Tier 2,Executive,Non-Metro,57844,2,42,20,65493.394643207546
543,Tier 2,Executive,Non-Metro,58479,1,62,63,74974.14021482306
544,Tier 2,Manager,Non-Metro,73856,1,75,54,121362.72968584586
545,Tier 3,Executive,Metro,60126,1,44,54,66575.28527111346
546,Tier 3,Manager,Metro,49947,2,56,49,85975.89771429024
547,Tier 1,Executive,Metro,63402,1,44,28,67244.49917829863
548,Tier 1,Executive,Non-Metro,66956,4,59,54,69163.01898244067
549,Tier 1,Executive,Non-Metro,50975,2,65,25,63470.59549638499
550,Tier 2,Manager,Non-Metro,70528,2,46,43,103308.59561140726
551,Tier 1,Executive,Metro,58773,3,39,63,78733.50424424805
552,Tier 2,Executive,Non-Metro,52160,3,40,32,59944.467673579384
553,Tier 1,Executive,Metro,46289,4,85,62,80727.84431595274
554,Tier 3,Executive,Non-Metro,60421,1,65,52,69957.72416653323
555,Tier 1,Executive,Non-Metro,65688,1,48,25,86779.89976293655
556,Tier 1,Executive,Metro,44223,1,73,28,60276.98929219459
557,Tier 1,Executive,Metro,57888,1,79,46,69644.58520242061
558,Tier 2,Executive,Metro,61457,2,37,34,62905.325332712986
559,Tier 3,Manager,Non-Metro,55713,1,53,35,91461.53187065701
560,Tier 3,Executive,Metro,56519,1,64,19,68107.12216050082
561,Tier 3,Executive,Non-Metro,46264,3,52,46,59944.18964191254
562,Tier 1,Executive,Non-Metro,61984,1,55,54,73132.19288016681
563,Tier 1,Executive,Metro,53585,4,83,27,66902.35429949702
564,Tier 2,Executive,Metro,69993,2,66,50,77519.71685119673
565,Tier 2,Executive,Non-Metro,55083,4,78,18,64807.83445054699
566,Tier 3,Executive,Non-Metro,54624,3,40,19,64539.458730112165
567,Tier 3,Executive,Non-Metro,69272,1,52,38,74082.96775107202
568,Tier 3,Executive,Metro,54790,3,37,41,74176.3833354575
569,Tier 1,Executive,Non-Metro,55440,1,48,49,64550.68503616969
570,Tier 3,Manager,Metro,64558,3,47,48,99734.64307336266
571,Tier 1,Executive,Non-Metro,50385,4,67,31,70422.3223118964
572,Tier 2,Executive,Non-Metro,61828,3,42,18,68584.06315836293
573,Tier 2,Executive,Non-Metro,71543,4,82,30,61366.78400804338
574,Tier 1,Executive,Non-Metro,60757,3,48,62,85245.00553942918
575,Tier 1,Executive,Non-Metro,64225,4,43,57,80470.63828699032
576,Tier 3,Executive,Non-Metro,55470,3,36,58,68557.78341591646
577,Tier 2,Executive,Metro,47049,4,65,22,57010.86344106104
578,Tier 1,Manager,Non-Metro,59101,3,56,31,113843.16022920204
579,Tier 1,Executive,Metro,55453,3,67,52,71105.70561786967
580,Tier 1,Executive,Non-Metro,44848,3,41,25,65897.66983541317
581,Tier 1,Executive,Metro,48183,4,35,59,73716.84788604622
582,Tier 3,Executive,Metro,52782,1,56,19,62989.37647061563
583,Tier 2,Executive,Metro,69431,1,49,39,66323.21744678608
584,Tier 2,Executive,Non-Metro,51589,4,41,32,78048.35037142818
585,Tier 1,Executive,Metro,48860,4,67,19,65236.17679914578
586,Tier 2,Executive,Non-Metro,50087,1,82,33,59009.519932625
587,Tier 1,Executive,Metro,49047,3,40,21,74563.83496409215
588,Tier 3,Manager,Non-Metro,56231,1,74,34,92698.55903775596
589,Tier 1,Executive,Non-Metro,61046,4,60,61,77981.8773358209
590,Tier 2,Executive,Non-Metro,57851,1,79,38,61211.79394401077
591,Tier 1,Executive,Non-Metro,57087,4,57,58,78324.59144533462
592,Tier 3,Executive,Metro,48844,2,78,47,70576.10938238038
593,Tier 2,Executive,Metro,51214,2,54,20,59565.94106457234
594,Tier 1,Manager,Non-Metro,49750,4,70,21,65081.36147359174
595,Tier 2,Executive,Metro,68145,3,84,41,64093.95909422859
596,Tier 1,Executive,Non-Metro,55675,1,46,46,76864.51707260788
597,Tier 2,Executive,Non-Metro,53388,2,61,42,70286.84607018389
598,Tier 1,Executive,Non-Metro,57584,4,44,34,73572.31569994455
599,Tier 1,Executive,Metro,56087,3,85,43,74611.23051543508
600,Tier 3,Executive,Non-Metro,65165,1,79,52,100742.2946145609
601,Tier 2,Executive,Non-Metro,61095,1,54,18,53472.60322831882
602,Tier 3,Executive,Metro,55522,3,38,51,79954.3608205434
603,Tier 1,Executive,Non-Metro,54823,2,64,56,78933.3933554911
604,Tier 2,Executive,Non-Metro,62830,4,51,64,83153.12946688
605,Tier 3,Manager,Non-Metro,54550,1,53,19,73581.56951839357
606,Tier 2,Executive,Non-Metro,54662,3,74,51,70751.48120639978
607,Tier 1,Executive,Non-Metro,49239,4,45,27,63459.163764078796
608,Tier 3,Manager,Non-Metro,53652,2,68,59,82182.85908988604
609,Tier 1,Executive,Metro,50659,3,63,28,77372.87862009712
610,Tier 1,Manager,Metro,59169,4,51,30,95875.83335980041
611,Tier 2,Executive,Non-Metro,56043,1,44,47,62426.38545832508
612,Tier 1,Executive,Non-Metro,59528,2,35,38,65621.20561208199
613,Tier 1,Executive,Non-Metro,54324,2,74,18,65404.56556085662
614,Tier 1,Executive,Non-Metro,40574,2,66,34,62314.987228165075
615,Tier 2,Executive,Non-Metro,60511,4,56,20,55486.61397136686
616,Tier 2,Manager,Non-Metro,61626,3,42,47,102099.90517415863
617,Tier 1,Executive,Non-Metro,56704,4,73,56,77326.30491062412
618,Tier 1,Manager,Metro,55507,3,68,49,81770.12552379686
619,Tier 2,Manager,Non-Metro,63071,2,60,19,95369.34519856844
620,Tier 1,Executive,Non-Metro,60356,4,51,55,77809.72220716998
621,Tier 1,Executive,Metro,55650,4,75,30,62505.95339165075
622,Tier 1,Manager,Metro,55291,3,56,37,102592.89266378738
623,Tier 1,Executive,Non-Metro,50234,3,42,49,75835.3382371138
624,Tier 1,Manager,Metro,57309,2,44,18,108840.13183142734
625,Tier 3,Executive,Metro,49801,1,40,59,78467.44476351594
626,Tier 3,Executive,Non-Metro,53160,1,46,29,62498.775076390135
627,Tier 1,Executive,Metro,51698,1,67,36,82885.0941567008
628,Tier 2,Executive,Metro,69671,3,36,33,67675.98977162778
629,Tier 1,Executive,Metro,62309,4,61,58,87098.07492602082
630,Tier 3,Manager,Non-Metro,62634,1,56,44,99438.63137744923
631,Tier 1,Executive,Metro,64138,4,35,53,72864.74499609602
632,Tier 1,Executive,Metro,51339,3,75,24,72905.04706935791
633,Tier 2,Executive,Non-Metro,56337,3,78,29,69201.42474745195
634,Tier 1,Executive,Metro,47655,2,80,40,76955.42031111775
635,Tier 1,Executive,Metro,63372,3,43,51,82767.25436208308
636,Tier 1,Executive,Metro,63512,3,43,64,85418.25339926648
637,Tier 3,Executive,Non-Metro,47893,1,53,19,66799.88813135956
638,Tier 1,Executive,Non-Metro,63895,1,80,35,83672.86359495978
639,Tier 1,Manager,Metro,52623,1,47,39,80856.10877838264
640,Tier 2,Executive,Metro,58616,4,38,56,70153.22498692392
641,Tier 1,Executive,Metro,65363,3,79,33,73418.48088837082
642,Tier 3,Manager,Metro,53149,1,71,42,84130.43479188898
643,Tier 1,Executive,Metro,56350,4,37,61,83817.75113604631
644,Tier 3,Executive,Non-Metro,57901,4,82,23,70462.30150812161
645,Tier 2,Executive,Metro,56632,2,46,43,85006.87988141263
646,Tier 1,Executive,Metro,53453,1,39,48,73023.46144686667
647,Tier 3,Executive,Metro,53821,2,63,39,74467.29897098283
648,Tier 1,Executive,Non-Metro,45986,4,55,40,73401.83394892277
649,Tier 1,Executive,Metro,54357,3,54,18,77579.3061522843
650,Tier 1,Executive,Non-Metro,61409,3,77,58,78989.15857748399
651,Tier 2,Executive,Non-Metro,66330,4,44,49,68736.40913732143
652,Tier 2,Executive,Non-Metro,64649,3,47,53,79999.26287904628
653,Tier 2,Executive,Non-Metro,52136,4,77,48,63749.72988334658
654,Tier 2,Executive,Non-Metro,60103,3,74,45,74810.6588020053
655,Tier 2,Executive,Non-Metro,62521,1,70,59,77733.2728429076
656,Tier 2,Manager,Non-Metro,49103,1,80,52,81128.87705246042
657,Tier 1,Executive,Non-Metro,71328,1,65,26,77695.8346042267
658,Tier 3,Executive,Metro,58953,4,46,27,64535.00030995234
659,Tier 1,Executive,Non-Metro,59927,2,51,48,87640.58488814389
660,Tier 1,Executive,Non-Metro,49840,3,37,57,69511.74556313684
661,Tier 2,Executive,Metro,67431,3,46,37,66775.80464653476
662,Tier 2,Executive,Non-Metro,45910,3,44,57,82368.08299634003
663,Tier 1,Executive,Non-Metro,51683,3,55,32,62070.14711195359
664,Tier 2,Executive,Metro,54298,4,44,18,69619.85347057579
665,Tier 2,Manager,Non-Metro,49209,3,59,64,78320.20743973645
666,Tier 2,Manager,Metro,62631,2,68,43,105727.87007089121
667,Tier 1,Executive,Metro,55394,1,61,49,79057.80736594582
668,Tier 3,Manager,Non-Metro,57876,2,39,40,99227.71424227738
669,Tier 1,Manager,Metro,60476,1,85,62,113212.07480504243
670,Tier 2,Executive,Non-Metro,53787,2,42,40,66886.62886544796
671,Tier 2,Executive,Metro,59116,1,81,30,63751.996398288546
672,Tier 1,Executive,Non-Metro,53671,2,65,29,68221.29245146198
673,Tier 2,Executive,Metro,55289,2,75,36,60479.665066505324
674,Tier 2,Executive,Non-Metro,52987,1,52,41,68586.39869224091
675,Tier 2,Manager,Non-Metro,71473,4,84,44,92655.27607018591
676,Tier 3,Executive,Metro,45893,3,70,45,66715.59975809835
677,Tier 2,Executive,Non-Metro,63091,3,68,55,77143.38865467168
678,Tier 3,Manager,Metro,56830,1,84,60,108471.67710494915
679,Tier 1,Executive,Metro,64221,1,55,56,91904.16502840706
680,Tier 3,Executive,Non-Metro,50761,2,62,49,72795.43905965237
681,Tier 1,Executive,Non-Metro,44663,1,61,21,67584.07113960329
682,Tier 1,Executive,Metro,47451,1,44,19,64086.37431775404
683,Tier 1,Manager,Metro,60917,3,69,39,101886.27827375659
684,Tier 3,Executive,Metro,47576,4,68,53,66654.11484491745
685,Tier 1,Executive,Non-Metro,40632,2,61,33,71017.54121450236
686,Tier 1,Executive,Metro,53942,1,44,53,79333.45634102458
687,Tier 1,Executive,Metro,50105,4,74,42,76594.04464123416
688,Tier 2,Executive,Metro,63562,3,41,40,79720.01898520808
689,Tier 1,Executive,Non-Metro,49275,3,38,47,84809.16555818294
690,Tier 2,Manager,Metro,52857,2,49,27,87581.32667867372
691,Tier 1,Executive,Metro,52889,2,80,21,61991.122096514395
692,Tier 1,Executive,Metro,63893,3,73,47,79299.73640725181
693,Tier 3,Executive,Metro,58001,1,82,20,63021.1773408038
694,Tier 3,Executive,Metro,48539,2,59,24,62387.2785236945
695,Tier 1,Executive,Non-Metro,62261,4,39,27,59214.245877587215
696,Tier 3,Executive,Non-Metro,66242,2,81,26,62441.31967571086
697,Tier 1,Executive,Non-Metro,61262,2,82,53,91266.26922211988
698,Tier 2,Manager,Metro,61930,1,76,41,96932.91896067176
699,Tier 3,Executive,Metro,58204,2,82,56,69392.13343726167
700,Tier 2,Executive,Non-Metro,66907,3,64,23,70599.9148306431
701,Tier 2,Executive,Non-Metro,60810,4,57,21,62927.78656935113
702,Tier 1,Executive,Non-Metro,71549,4,47,50,83116.20710899055
703,Tier 2,Executive,Metro,63687,3,65,53,79063.47699652011
704,Tier 3,Executive,Non-Metro,55575,2,76,34,66913.21723159193
705,Tier 3,Executive,Non-Metro,51340,3,53,47,62978.35870204453
706,Tier 1,Executive,Non-Metro,55989,1,61,33,73229.99839948304
707,Tier 2,Manager,Non-Metro,61656,3,51,51,92299.77217104199
708,Tier 3,Executive,Metro,53303,2,57,49,71335.90974708363
709,Tier 1,Executive,Non-Metro,52308,4,46,31,75515.44757044937
710,Tier 1,Executive,Non-Metro,50961,2,74,36,67015.80029596548
711,Tier 2,Executive,Metro,64693,4,64,18,57202.88902574113
712,Tier 2,Executive,Non-Metro,53444,3,49,50,73486.99442644876
713,Tier 3,Executive,Non-Metro,50977,2,39,43,69543.9517586347
714,Tier 1,Executive,Metro,64679,3,84,20,71605.71515483821
715,Tier 1,Executive,Non-Metro,46192,1,45,24,61873.12367206077
716,Tier 1,Executive,Metro,51157,1,74,60,86136.48184513576
717,Tier 3,Executive,Non-Metro,50975,1,84,49,71254.94477715471
718,Tier 3,Executive,Metro,44522,4,75,60,73051.32185491956
719,Tier 3,Executive,Non-Metro,66466,4,82,51,67802.32744199307
720,Tier 3,Executive,Non-Metro,57809,4,73,58,75308.27856636408
721,Tier 1,Executive,Non-Metro,64865,3,37,51,68233.5806422156
722,Tier 1,Executive,Metro,64419,3,54,53,76205.05217030166
723,Tier 1,Executive,Metro,61665,4,85,62,77770.16699313067
724,Tier 1,Executive,Metro,58401,4,48,19,65546.96272182914
725,Tier 1,Executive,Non-Metro,56452,3,58,50,79834.41727327788
726,Tier 2,Manager,Non-Metro,59079,4,83,30,89784.94559230987
727,Tier 3,Executive,Metro,57178,1,49,41,62471.08762256571
728,Tier 1,Manager,Non-Metro,43154,1,41,29,73960.69889973315
729,Tier 1,Executive,Non-Metro,66113,4,78,18,62118.85089218611
730,Tier 2,Executive,Non-Metro,61367,4,53,41,68783.96497959968
731,Tier 2,Manager,Metro,50269,3,59,35,74956.51719704061
732,Tier 1,Executive,Metro,49579,3,68,53,75501.92008622321
733,Tier 1,Executive,Non-Metro,59535,1,74,24,66900.02088722614
734,Tier 1,Executive,Non-Metro,50357,2,42,48,67920.59916796026
735,Tier 1,Executive,Non-Metro,59413,1,66,59,84043.42552256874
736,Tier 3,Executive,Non-Metro,62127,4,65,49,68574.13099701665
737,Tier 2,Manager,Non-Metro,64762,1,63,37,89205.84490567094
738,Tier 1,Executive,Metro,49361,3,82,26,77401.55545120803
739,Tier 1,Manager,Metro,61256,2,65,23,107835.83580634493
740,Tier 1,Manager,Metro,63258,2,57,29,110711.6485181406
741,Tier 1,Executive,Metro,52271,3,77,45,76233.83370210417
742,Tier 2,Manager,Metro,59081,3,62,27,65293.58007087889
743,Tier 1,Manager,Metro,63947,4,50,53,104204.57002519257
744,Tier 2,Executive,Non-Metro,47765,3,64,31,67385.20918857772
745,Tier 3,Executive,Metro,56001,3,46,50,65581.334460883
746,Tier 3,Executive,Non-Metro,53097,4,75,50,59911.01632815379
747,Tier 1,Executive,Metro,55213,2,55,34,82878.08789913553
748,Tier 3,Executive,Metro,46248,4,38,19,57703.78302481639
749,Tier 1,Executive,Non-Metro,64931,4,70,47,73093.08809321628
750,Tier 3,Executive,Metro,52432,2,57,28,64475.06794479342
751,Tier 2,Manager,Non-Metro,46681,1,64,37,69477.90333265776
752,Tier 3,Executive,Metro,53992,3,72,21,63291.769379261
753,Tier 3,Executive,Metro,61431,4,45,64,82384.89170352662
754,Tier 2,Executive,Non-Metro,43343,4,80,58,70164.11951475144
755,Tier 1,Executive,Metro,55168,3,82,24,78091.05473479907
756,Tier 1,Executive,Metro,57128,4,77,31,79414.17700767731
757,Tier 1,Executive,Non-Metro,49004,2,73,39,75738.92080653275
758,Tier 2,Manager,Non-Metro,55294,3,68,47,74594.62195058296
759,Tier 1,Executive,Metro,60466,2,84,30,64052.01499407758
760,Tier 2,Manager,Metro,68023,3,54,18,92851.94007926028
761,Tier 1,Executive,Non-Metro,56831,2,47,22,59150.61522291838
762,Tier 1,Executive,Metro,60909,3,67,23,68466.49490432336
763,Tier 1,Manager,Metro,54744,4,62,33,85461.75225429755
764,Tier 1,Executive,Metro,54660,3,43,27,75374.5985357178
765,Tier 1,Executive,Non-Metro,55085,1,59,45,69720.35202917567
766,Tier 3,Executive,Non-Metro,54021,3,60,57,74557.87817027551
767,Tier 1,Executive,Metro,57988,3,67,47,80463.19735584327
768,Tier 1,Executive,Non-Metro,53563,2,82,42,71950.14938686711
769,Tier 1,Executive,Non-Metro,65041,3,35,64,79054.08904232609
770,Tier 3,Executive,Non-Metro,49106,4,64,38,63268.58700707359
771,Tier 1,Executive,Metro,60296,2,56,61,96256.60097034561
772,Tier 1,Executive,Non-Metro,52516,2,55,53,68076.23443243025
773,Tier 1,Executive,Non-Metro,62913,4,55,44,81307.62639078955
774,Tier 3,Manager,Non-Metro,56259,2,37,19,76235.42289430783
775,Tier 3,Executive,Metro,58635,2,76,41,64401.60628762882
776,Tier 2,Executive,Metro,58393,2,54,51,81726.79964081383
777,Tier 3,Executive,Metro,56343,3,58,40,75930.73037255045
778,Tier 1,Executive,Metro,69103,3,61,45,81819.77520394919
779,Tier 2,Executive,Metro,56302,2,78,35,62792.65115870357
780,Tier 3,Executive,Metro,58682,4,56,53,73479.73895335819
781,Tier 1,Manager,Metro,44755,4,79,30,73291.90392844738
782,Tier 2,Executive,Metro,68087,2,48,18,66140.3836796247
783,Tier 2,Executive,Metro,61111,3,67,51,71038.65228694896
784,Tier 1,Manager,Non-Metro,53210,1,40,50,92436.86118251075
785,Tier 2,Executive,Non-Metro,56411,2,56,31,62441.058528689166
786,Tier 1,Executive,Non-Metro,49618,3,79,35,73044.66441556417
787,Tier 1,Executive,Metro,59442,2,72,60,74787.18435965666
788,Tier 3,Executive,Metro,61362,2,51,21,62090.11311372353
789,Tier 1,Executive,Metro,42655,2,70,29,71426.62525810715
790,Tier 2,Executive,Non-Metro,51003,4,74,62,76961.05501287752
791,Tier 2,Executive,Non-Metro,62984,1,38,39,72415.05497953403
792,Tier 1,Executive,Metro,55600,4,58,19,73330.7771879549
793,Tier 1,Executive,Non-Metro,52226,2,61,22,64833.3875814709
794,Tier 2,Manager,Metro,46979,1,66,53,75738.71620996232
795,Tier 3,Executive,Non-Metro,59752,3,46,39,71427.1606567063
796,Tier 3,Manager,Metro,49839,1,81,27,78089.71985998991
797,Tier 2,Executive,Metro,68797,2,79,30,71340.34136018908
798,Tier 1,Executive,Non-Metro,50705,3,52,30,62955.460124656325
799,Tier 1,Executive,Non-Metro,55987,4,50,58,69343.88680096011
800,Tier 1,Manager,Metro,51256,4,75,33,73503.97590508813
801,Tier 2,Executive,Non-Metro,51639,1,69,42,60460.06826632456
802,Tier 2,Executive,Non-Metro,59523,2,55,64,73467.45779495448
